"","PROVINSI","KABUPATEN","KECAMATAN","subdistrict","VEG.REPRO.corr","VEG.REPRO.lag","VEG.RIPE.corr","VEG.RIPE.lag","REPRO.RIPE.corr","REPRO.RIPE.lag","VEG.planting.corr","VEG.planting.lag","VEG.harvested.corr","VEG.harvested.lag","REPRO.harvested.corr","REPRO.harvested.lag","RIPE.harvested.corr","RIPE.harvested.lag","planting.harvested.corr","planting.harvested.lag"
"45","JAWA BARAT","SUBANG","PABUARAN",3213100,0.697204451314857,-3,0.547545433545401,-6,0.61345378613379,-3,0.642534821142835,0,0.460264835428568,-7,0.604087595147265,-3,0.663893574136812,-1,0.66179990993927,-8
"46","JAWA BARAT","SUBANG","PATOKBEUSI",3213110,0.777277124511789,-4,0.428264306076089,-7,0.619685451254219,-3,0.516529530149135,0,0.473543195312847,-7,0.60375515754721,-3,0.624345296720354,-1,0.72447579164907,-7
"47","JAWA BARAT","SUBANG","PURWADADI",3213120,0.719475771592842,-4,0.464050795404316,-7,0.694091282396506,-3,0.0520045396245515,-2,0.10136965209346,-5,0.216508297578112,-2,0.0748134864996295,-2,0.602124331909407,-8
"48","JAWA BARAT","SUBANG","CIKAUM",3213130,0.633120151880431,-3,0.55166002934235,-7,0.764063260638288,-3,0.452455106153923,0,0.41259268535741,-7,0.522455288435108,-4,0.529407670192617,0,0.672543042353962,-7
"49","JAWA BARAT","SUBANG","PAGADEN",3213140,0.741677675071111,-3,0.613818071999854,-7,0.606646288689981,-4,0.447089250640797,0,0.514678513989676,-6,0.583343543652083,-3,0.481549451238757,0,0.759481608819615,-7
"50","JAWA BARAT","SUBANG","PAGADEN BARAT",3213141,0.580343692757289,-3,0.621296881614693,-6,0.657774676893786,-3,0.476793434525183,0,0.553927053054084,-6,0.392950060439102,-3,0.517047288912292,0,0.682073636601036,-8
"51","JAWA BARAT","SUBANG","CIPUNAGARA",3213150,0.846175942147817,-3,0.563814577022797,-6,0.594110554687368,-3,0.725425354777331,0,0.689519908547359,-7,0.738115326944742,-4,0.572212775129548,-1,0.571430731236429,-7
"52","JAWA BARAT","SUBANG","COMPRENG",3213160,0.689420052599957,-4,0.607064004626508,-7,0.812716395166403,-3,0.210873793919978,0,0.409013418334971,-7,0.390878110236111,-3,0.403742461057411,0,0.685399031303946,-8
"53","JAWA BARAT","SUBANG","BINONG",3213170,0.610088248399358,-4,0.576409712948259,-8,0.798761091807666,-4,0.518151195553152,0,0.312349513283603,-6,0.365871907383482,-4,0.440029914674087,0,0.587023556986973,-7
"54","JAWA BARAT","SUBANG","TAMBAKDAHAN",3213171,0.716551955663837,-4,0.722420570790007,-7,0.827695821966382,-3,0.523769697759147,0,0.657790164058183,-7,0.705267931100568,-3,0.733976658045501,0,0.53784742457822,-9
"55","JAWA BARAT","SUBANG","CIASEM",3213180,0.564607922515563,-4,0.585852700465362,-8,0.817745563687027,-3,0.541208599542221,0,0.513125940097158,-7,0.755192613854487,-3,0.822684624032939,0,0.684124796128059,-7
"56","JAWA BARAT","SUBANG","PAMANUKAN",3213190,0.699087196386724,-4,0.707014288882271,-8,0.627650030800008,-3,0.536425690123495,0,0.718702825888244,-7,0.647119189199788,-3,0.715478545164107,0,0.561926523036928,-8
"57","JAWA BARAT","SUBANG","SUKASARI",3213191,0.71007340052049,-5,0.694173428182128,-8,0.723712357012704,-3,0.457834578367334,0,0.710516589631095,-7,0.631453043461072,-2,0.695682427503052,0,0.69949938350481,-8
"58","JAWA BARAT","SUBANG","PUSAKANAGARA",3213200,0.57455684088643,-4,0.56550912661772,-7,0.791435450655919,-3,0.65632303647479,0,0.555030920800291,-8,0.677044207614952,-3,0.809177966817854,-1,0.797922360658382,-8
"59","JAWA BARAT","SUBANG","PUSAKAJAYA",3213201,0.665026835530561,-4,0.752888972928801,-7,0.769198075527269,-3,0.737090544786451,0,0.67256838837371,-8,0.716868233420964,-5,0.737944075499764,-1,0.611591485784918,-9
"60","JAWA BARAT","SUBANG","LEGONKULON",3213210,0.459721043408721,-5,0.572709738617391,-8,0.728847956111164,-3,0.582078304669618,0,0.565172443606209,-8,0.501266712067492,-2,0.645513196667223,0,0.868778071714958,-8
"61","JAWA BARAT","SUBANG","BLANAKAN",3213220,0.729867197238543,-4,0.767191761545619,-7,0.86186664648039,-3,0.650840290483563,0,0.639197950302519,-7,0.66238904469166,-2,0.643844979290864,0,0.675370068214013,-8
"62","JAWA BARAT","KARAWANG","PANGKALAN",3215010,0.492612166716948,-3,0.445600770378026,-6,0.512898824819026,-3,0.599666541647135,0,0.478653025452008,-7,0.589478873677201,-3,0.481576083694881,-1,0.713533878280956,-7
